id,y
750280,0.0
750281,0.1
750282,0.0
750283,0.8
750284,0.0
750285,0.0
750286,0.0
750287,0.5
750288,0.0
750289,0.0
750290,0.0
750291,0.0
750292,0.0
750293,0.0
750294,0.0
750295,0.0
750296,0.0
750297,0.9
750298,0.4
750299,0.0
750300,0.0
750301,0.0
750302,0.0
750303,0.1
750304,0.0
750305,0.0
750306,0.0
750307,0.0
750308,0.0
750309,0.0
750310,0.0
750311,0.0
750312,0.1
750313,0.0
750314,0.6
750315,0.1
750316,0.0
750317,0.0
750318,0.0
750319,0.0
750320,0.2
750321,0.0
750322,0.0
750323,0.0
750324,0.0
750325,0.0
750326,0.0
750327,0.0
750328,0.0
750329,0.0
750330,0.0
750331,0.9
750332,0.0
750333,0.0
750334,0.0
750335,0.0
750336,0.0
750337,0.0
750338,0.0
750339,0.0
750340,0.0
750341,0.0
750342,0.0
750343,0.0
750344,0.0
750345,0.0
750346,0.1
750347,0.7
750348,0.0
750349,0.5
750350,0.0
750351,0.0
750352,0.0
750353,0.0
750354,0.0
750355,0.0
750356,0.1
750357,0.0
750358,0.7
750359,0.1
750360,0.4
750361,0.2
750362,0.0
750363,0.0
750364,0.0
750365,0.0
750366,0.0
750367,0.0
750368,0.0
750369,0.1
750370,0.0
750371,0.0
750372,0.0
750373,0.0
750374,0.0
750375,0.1
750376,0.0
750377,0.0
750378,0.1
750379,0.2
750380,0.0
750381,0.0
750382,0.0
750383,0.2
750384,0.1
750385,0.0
750386,1.0
750387,0.0
750388,0.0
750389,0.0
750390,0.1
750391,0.5
750392,0.0
750393,0.0
750394,0.0
750395,0.0
750396,0.4
750397,0.1
750398,0.0
750399,0.0
750400,0.0
750401,0.0
750402,0.0
750403,0.5
750404,0.0
750405,0.4
750406,0.2
750407,0.0
750408,0.0
750409,0.0
750410,0.0
750411,0.0
750412,0.0
750413,0.1
750414,0.2
750415,0.9
750416,0.8
750417,0.6
750418,0.1
750419,0.2
750420,0.8
750421,0.0
750422,0.0
750423,0.0
750424,0.0
750425,0.0
750426,0.2
750427,0.1
750428,0.0
750429,0.6
750430,0.0
750431,0.0
750432,0.0
750433,0.0
750434,0.0
750435,0.0
750436,0.9
750437,0.0
750438,0.0
750439,0.0
750440,0.5
750441,0.0
750442,0.4
750443,0.0
750444,0.0
750445,0.0
750446,0.5
750447,0.0
750448,0.9
750449,0.0
750450,0.0
750451,0.0
750452,0.0
750453,0.3
750454,0.5
750455,0.0
750456,0.0
750457,0.0
750458,0.0
750459,0.0
750460,0.0
750461,0.1
750462,0.0
750463,0.0
750464,0.0
750465,1.0
750466,0.0
750467,0.0
750468,0.0
750469,0.0
750470,0.0
750471,0.0
750472,0.0
750473,0.0
750474,0.0
750475,1.0
750476,0.0
750477,0.1
750478,0.1
750479,0.0
750480,0.3
750481,0.1
750482,0.0
750483,0.5
750484,0.1
750485,0.0
750486,0.0
750487,0.0
750488,0.0
750489,0.0
750490,0.0
750491,0.2
750492,0.0
750493,0.0
750494,0.0
750495,0.0
750496,0.0
750497,0.0
750498,0.4
750499,0.0
750500,0.0
750501,0.0
750502,0.0
750503,0.0
750504,0.0
750505,0.0
750506,0.1
750507,0.4
750508,0.6
750509,0.8
750510,0.0
750511,0.8
750512,0.0
750513,0.0
750514,0.0
750515,0.0
750516,0.6
750517,0.0
750518,0.0
750519,0.0
750520,0.0
750521,0.2
750522,0.7
750523,0.0
750524,0.7
750525,0.0
750526,0.5
750527,0.0
750528,0.0
750529,0.0
750530,0.0
750531,0.0
750532,0.0
750533,0.0
750534,0.0
750535,0.4
750536,0.0
750537,0.0
750538,0.0
750539,0.8
750540,0.1
750541,0.0
750542,0.0
750543,0.0
750544,0.0
750545,0.0
750546,0.0
750547,0.0
750548,0.0
750549,0.0
750550,0.0
750551,0.0
750552,0.0
750553,0.0
750554,0.7
750555,0.0
750556,0.0
750557,0.0
750558,0.8
750559,0.0
750560,0.0
750561,0.0
750562,0.0
750563,0.0
750564,0.2
750565,0.0
750566,0.0
750567,0.0
750568,0.0
750569,0.8
750570,0.1
750571,0.0
750572,0.7
750573,0.0
750574,0.8
750575,0.0
750576,0.4
750577,0.0
750578,0.7
750579,0.0
750580,0.0
750581,0.0
750582,0.0
750583,0.0
750584,0.0
750585,0.2
750586,0.0
750587,0.7
750588,0.0
750589,0.4
750590,0.0
750591,0.0
750592,0.3
750593,0.6
750594,0.0
750595,0.4
750596,0.0
750597,0.6
750598,0.0
750599,0.0
750600,0.0
750601,0.0
750602,0.0
750603,0.0
750604,0.0
750605,0.0
750606,0.7
750607,0.0
750608,0.0
750609,0.1
750610,0.0
750611,0.4
750612,0.1
750613,0.0
750614,0.9
750615,0.0
750616,0.4
750617,0.0
750618,0.0
750619,0.0
750620,0.0
750621,0.0
750622,0.5
750623,0.0
750624,0.0
750625,0.0
750626,0.4
750627,0.0
750628,0.6
750629,0.3
750630,0.0
750631,0.0
750632,0.0
750633,0.0
750634,0.0
750635,0.2
750636,0.0
750637,0.0
750638,0.2
750639,0.8
750640,0.7
750641,0.4
750642,0.0
750643,0.0
750644,0.0
750645,0.0
750646,0.0
750647,0.0
750648,0.1
750649,0.2
750650,0.9
750651,0.0
750652,0.0
750653,0.0
750654,0.0
750655,0.0
750656,0.0
750657,0.0
750658,0.0
750659,0.1
750660,0.0
750661,0.0
750662,0.0
750663,0.1
750664,0.2
750665,0.1
750666,0.0
750667,0.2
750668,0.0
750669,0.0
750670,0.0
750671,0.3
750672,0.0
750673,0.0
750674,0.0
750675,0.0
750676,0.3
750677,0.3
750678,0.0
750679,0.8
750680,0.9
750681,0.0
750682,0.0
750683,0.0
750684,0.0
750685,0.0
750686,0.8
750687,0.1
750688,0.0
750689,0.0
750690,0.0
750691,0.0
750692,0.0
750693,0.6
750694,0.1
750695,0.2
750696,0.0
750697,1.0
750698,0.0
750699,0.0
750700,0.1
750701,0.0
750702,0.9
750703,0.0
750704,0.9
750705,0.0
750706,0.0
750707,0.0
750708,0.0
750709,0.0
750710,0.0
750711,0.3
750712,0.2
750713,0.1
750714,0.6
750715,0.0
750716,0.0
750717,0.0
750718,0.0
750719,0.0
750720,0.0
750721,0.0
750722,0.0
750723,0.0
750724,0.4
750725,0.5
750726,0.0
750727,0.0
750728,0.6
750729,0.0
750730,0.0
750731,0.2
750732,0.0
750733,0.3
750734,0.0
750735,0.6
750736,0.6
750737,0.4
750738,0.0
750739,0.0
750740,0.0
750741,0.0
750742,0.1
750743,0.0
750744,0.9
750745,0.3
750746,0.0
750747,0.0
750748,0.0
750749,0.0
750750,0.0
750751,0.0
750752,0.0
750753,0.0
750754,0.0
750755,0.0
750756,0.0
750757,0.2
750758,1.0
750759,0.0
750760,0.0
750761,0.0
750762,0.0
750763,0.1
750764,0.0
750765,0.0
750766,0.0
750767,0.0
750768,0.0
750769,0.0
750770,0.0
750771,0.0
750772,0.0
750773,0.0
750774,0.1
750775,0.0
750776,0.2
750777,0.1
750778,0.7
750779,0.4
750780,0.0
750781,0.9
750782,0.8
750783,0.0
750784,0.0
750785,0.0
750786,0.4
750787,0.0
750788,0.0
750789,0.0
750790,0.0
750791,0.0
750792,0.0
750793,0.0
750794,0.1
750795,0.0
750796,0.0
750797,0.4
750798,0.6
750799,0.1
750800,0.0
750801,0.0
750802,0.0
750803,0.0
750804,0.6
750805,0.0
750806,0.0
750807,0.0
750808,0.0
750809,1.0
750810,0.0
750811,0.8
750812,0.0
750813,0.0
750814,0.9
750815,0.0
750816,0.7
750817,0.0
750818,0.0
750819,0.0
750820,0.0
750821,0.1
750822,0.0
750823,0.0
750824,0.0
750825,0.0
750826,0.0
750827,0.0
750828,0.7
750829,0.6
750830,0.0
750831,0.0
750832,0.0
750833,0.3
750834,0.0
750835,0.2
750836,0.0
750837,0.0
750838,0.0
750839,0.0
750840,0.0
750841,0.0
750842,0.0
750843,0.5
750844,0.6
750845,0.1
750846,0.7
750847,0.0
750848,0.0
750849,0.0
750850,0.0
750851,0.0
750852,0.0
750853,0.0
750854,0.0
750855,0.0
750856,0.0
750857,0.0
750858,0.0
750859,0.0
750860,0.1
750861,0.6
750862,0.6
750863,0.0
750864,0.0
750865,0.0
750866,0.0
750867,0.1
750868,0.0
750869,0.1
750870,0.0
750871,0.0
750872,0.1
750873,0.0
750874,0.0
750875,0.5
750876,0.0
750877,0.0
750878,0.0
750879,0.0
750880,0.3
750881,0.0
750882,0.0
750883,0.1
750884,0.1
750885,0.0
750886,0.8
750887,0.0
750888,0.0
750889,0.0
750890,0.0
750891,0.0
750892,0.3
750893,0.0
750894,0.0
750895,0.1
750896,0.0
750897,0.7
750898,0.0
750899,0.0
750900,0.9
750901,0.0
750902,0.0
750903,0.6
750904,0.0
750905,0.2
750906,0.1
750907,0.0
750908,0.0
750909,0.5
750910,0.1
750911,0.0
750912,0.0
750913,0.4
750914,0.0
750915,0.0
750916,0.4
750917,0.0
750918,0.0
750919,0.2
750920,0.0
750921,0.0
750922,0.0
750923,0.0
750924,0.0
750925,0.0
750926,0.0
750927,0.0
750928,0.0
750929,0.9
750930,0.1
750931,0.0
750932,0.7
750933,0.0
750934,0.2
750935,0.0
750936,0.0
750937,0.0
750938,0.1
750939,0.0
750940,0.0
750941,0.0
750942,0.2
750943,0.0
750944,0.0
750945,0.0
750946,0.0
750947,0.0
750948,0.0
750949,0.0
750950,0.0
750951,0.0
750952,0.2
750953,0.0
750954,0.0
750955,0.0
750956,0.0
750957,0.1
750958,0.0
750959,0.6
750960,0.0
750961,0.1
750962,0.0
750963,0.2
750964,0.0
750965,0.1
750966,0.7
750967,0.9
750968,0.0
750969,0.0
750970,0.3
750971,0.0
750972,0.5
750973,0.0
750974,0.2
750975,0.8
750976,0.1
750977,0.0
750978,0.0
750979,0.1
750980,0.0
750981,0.0
750982,0.0
750983,0.0
750984,0.0
750985,0.0
750986,0.0
750987,0.0
750988,0.1
750989,0.0
750990,0.8
750991,1.0
750992,0.0
750993,0.0
750994,0.4
750995,0.9
750996,0.0
750997,0.4
750998,0.1
750999,0.0
751000,0.0
751001,0.9
751002,0.0
751003,0.0
751004,0.0
751005,0.0
751006,0.2
751007,0.0
751008,0.0
751009,0.0
751010,0.0
751011,1.0
751012,0.1
751013,0.0
751014,0.0
751015,0.0
751016,0.0
751017,0.0
751018,0.0
751019,0.1
751020,0.0
751021,0.0
751022,0.4
751023,0.0
751024,0.0
751025,0.0
751026,0.0
751027,0.0
751028,0.0
751029,0.1
751030,0.0
751031,0.7
751032,0.2
751033,0.0
751034,0.0
751035,0.0
751036,0.0
751037,0.0
751038,0.4
751039,0.0
751040,0.0
751041,0.4
751042,0.0
751043,0.0
751044,0.0
751045,0.0
751046,0.0
751047,0.0
751048,1.0
751049,0.0
751050,0.0
751051,0.0
751052,0.0
751053,0.0
751054,0.0
751055,0.1
751056,0.0
751057,0.0
751058,0.0
751059,0.0
751060,0.0
751061,0.9
751062,0.0
751063,0.0
751064,0.0
751065,0.0
751066,0.7
751067,0.0
751068,0.4
751069,0.0
751070,0.1
751071,0.4
751072,0.0
751073,0.0
751074,0.1
751075,0.1
751076,0.0
751077,0.2
751078,0.6
751079,0.1
751080,0.0
751081,0.0
751082,0.0
751083,0.0
751084,0.1
751085,0.0
751086,0.1
751087,0.0
751088,0.0
751089,0.0
751090,0.4
751091,0.0
751092,0.0
751093,0.0
751094,0.6
751095,0.1
751096,0.0
751097,0.0
751098,0.0
751099,0.0
751100,0.0
751101,0.0
751102,0.5
751103,0.3
751104,0.4
751105,0.1
751106,0.1
751107,0.0
751108,0.0
751109,0.8
751110,0.0
751111,0.0
751112,0.0
751113,0.0
751114,0.0
751115,0.0
751116,0.0
751117,0.0
751118,0.5
751119,0.0
751120,0.3
751121,0.0
751122,0.1
751123,0.0
751124,0.2
751125,0.9
751126,0.0
751127,0.0
751128,0.0
751129,0.0
751130,0.0
751131,0.1
751132,0.0
751133,0.0
751134,0.0
751135,0.9
751136,0.1
751137,0.0
751138,0.0
751139,0.9
751140,0.0
751141,0.3
751142,0.0
751143,0.0
751144,0.0
751145,0.5
751146,0.0
751147,0.1
751148,0.0
751149,0.0
751150,0.0
751151,0.0
751152,0.0
751153,0.0
751154,0.6
751155,0.1
751156,0.1
751157,0.0
751158,0.2
751159,0.0
751160,0.0
751161,0.0
751162,0.0
751163,0.0
751164,0.0
751165,0.5
751166,0.0
751167,0.0
751168,0.9
751169,0.1
751170,0.0
751171,0.7
751172,0.0
751173,0.0
751174,0.0
751175,0.6
751176,0.0
751177,1.0
751178,0.2
751179,0.0
751180,0.0
751181,0.0
751182,0.0
751183,0.8
751184,0.0
751185,0.0
751186,0.0
751187,0.0
751188,0.0
751189,0.0
751190,0.0
751191,0.0
751192,0.0
751193,0.0
751194,0.0
751195,0.0
751196,0.0
751197,0.0
751198,0.1
751199,0.0
751200,0.0
751201,0.1
751202,0.7
751203,0.0
751204,0.0
751205,0.0
751206,0.3
751207,0.1
751208,0.4
751209,0.0
751210,0.0
751211,0.0
751212,0.5
751213,0.0
751214,0.0
751215,0.0
751216,0.0
751217,0.8
751218,0.0
751219,0.0
751220,0.0
751221,0.0
751222,0.0
751223,0.0
751224,0.0
751225,0.0
751226,0.0
751227,0.0
751228,0.0
751229,0.0
751230,0.2
751231,0.0
751232,0.1
751233,0.0
751234,0.1
751235,0.0
751236,0.0
751237,0.0
751238,0.0
751239,0.0
751240,0.7
751241,0.0
751242,0.0
751243,0.0
751244,0.0
751245,0.6
751246,0.0
751247,0.0
751248,0.0
751249,0.8
751250,0.0
751251,0.0
751252,0.2
751253,0.0
751254,0.0
751255,0.0
751256,0.0
751257,0.0
751258,0.0
751259,0.0
751260,0.0
751261,0.0
751262,0.0
751263,0.0
751264,0.0
751265,0.4
751266,0.3
751267,0.0
751268,0.0
751269,0.8
751270,0.0
751271,0.0
751272,0.0
751273,0.5
751274,0.0
751275,0.0
751276,0.0
751277,0.0
751278,0.0
751279,0.0
751280,0.0
751281,0.0
751282,0.0
751283,0.0
751284,0.0
751285,0.0
751286,0.9
751287,0.0
751288,0.9
751289,0.6
751290,0.7
751291,0.0
751292,0.0
751293,0.0
751294,0.2
751295,0.4
751296,0.0
751297,0.0
751298,0.0
751299,0.0
751300,0.2
751301,0.0
751302,0.0
751303,0.1
751304,0.0
751305,0.0
751306,0.0
751307,0.0
751308,0.0
751309,0.0
751310,0.0
751311,0.1
751312,0.0
751313,0.0
751314,0.0
751315,0.0
751316,0.0
751317,0.1
751318,0.0
751319,0.0
751320,0.0
751321,0.6
751322,0.0
751323,0.0
751324,0.0
751325,0.0
751326,0.0
751327,0.0
751328,0.8
751329,0.0
751330,0.4
751331,0.1
751332,0.0
751333,0.0
751334,0.7
751335,0.5
751336,0.0
751337,0.1
751338,0.0
751339,0.8
751340,0.1
751341,0.0
751342,0.0
751343,0.0
751344,0.8
751345,0.5
751346,0.2
751347,0.3
751348,0.0
751349,0.0
751350,0.0
751351,0.0
751352,0.0
751353,0.3
751354,0.1
751355,0.0
751356,0.0
751357,0.2
751358,0.0
751359,0.0
751360,0.0
751361,0.0
751362,0.0
751363,0.0
751364,0.0
751365,0.6
751366,0.1
751367,0.0
751368,0.0
751369,0.0
751370,0.0
751371,0.0
751372,0.0
751373,0.0
751374,0.0
751375,0.0
751376,0.0
751377,0.4
751378,0.6
751379,0.0
751380,0.1
751381,0.0
751382,0.0
751383,0.0
751384,0.0
751385,0.0
751386,0.9
751387,0.2
751388,0.0
751389,0.0
751390,0.0
751391,0.0
751392,0.5
751393,0.0
751394,0.9
751395,0.7
751396,0.0
751397,0.0
751398,0.2
751399,1.0
751400,0.9
751401,0.7
751402,0.0
751403,0.0
751404,0.1
751405,0.4
751406,0.0
751407,0.0
751408,0.0
751409,0.2
751410,0.5
751411,0.0
751412,0.0
751413,0.4
751414,0.0
751415,0.0
751416,0.0
751417,0.0
751418,0.3
751419,0.0
751420,0.0
751421,0.1
751422,0.0
751423,0.0
751424,0.0
751425,0.0
751426,0.1
751427,0.0
751428,0.0
751429,0.0
751430,0.1
751431,0.6
751432,0.0
751433,0.0
751434,0.5
751435,0.0
751436,0.0
751437,0.2
751438,0.0
751439,0.0
751440,0.0
751441,0.0
751442,0.1
751443,0.0
751444,0.0
751445,0.0
751446,0.0
751447,0.0
751448,0.3
751449,0.5
751450,0.0
751451,0.0
751452,0.2
751453,0.0
751454,0.0
751455,0.0
751456,0.0
751457,0.6
751458,0.0
751459,0.6
751460,0.0
751461,0.0
751462,0.0
751463,0.7
751464,0.1
751465,0.4
751466,0.0
751467,0.0
751468,0.0
751469,0.1
751470,0.0
751471,0.0
751472,0.4
751473,0.0
751474,0.0
751475,0.0
751476,0.5
751477,0.3
751478,0.0
751479,0.0
751480,0.0
751481,0.2
751482,0.0
751483,0.0
751484,0.0
751485,0.0
751486,0.0
751487,0.1
751488,0.7
751489,0.6
751490,0.0
751491,0.0
751492,0.5
751493,0.0
751494,0.5
751495,0.0
751496,0.0
751497,0.0
751498,0.0
751499,0.0
751500,0.1
751501,0.0
751502,0.0
751503,0.0
751504,0.0
751505,0.0
751506,0.0
751507,0.1
751508,0.5
751509,0.9
751510,0.0
751511,0.3
751512,0.0
751513,0.0
751514,0.0
751515,0.6
751516,0.0
751517,0.0
751518,0.0
751519,0.0
751520,0.0
751521,0.9
751522,0.0
751523,0.0
751524,0.5
751525,0.4
751526,0.3
751527,0.0
751528,0.0
751529,0.0
751530,0.1
751531,0.0
751532,0.0
751533,0.0
751534,0.3
751535,0.0
751536,0.0
751537,0.0
751538,0.0
751539,0.0
751540,0.0
751541,0.0
751542,0.0
751543,0.3
751544,0.0
751545,0.0
751546,0.5
751547,0.7
751548,0.0
751549,0.0
751550,0.0
751551,0.0
751552,0.5
751553,0.0
751554,0.0
751555,0.0
751556,0.0
751557,0.0
751558,0.0
751559,0.3
751560,0.0
751561,0.0
751562,0.0
751563,0.0
751564,0.0
751565,0.8
751566,0.4
751567,0.9
751568,0.0
751569,0.7
751570,0.0
751571,0.0
751572,0.1
751573,0.0
751574,0.5
751575,0.9
751576,0.1
751577,0.0
751578,0.0
751579,0.0
751580,0.0
751581,0.0
751582,1.0
751583,0.0
751584,0.0
751585,0.0
751586,0.0
751587,0.0
751588,1.0
751589,0.0
751590,0.8
751591,0.0
751592,0.0
751593,0.0
751594,0.0
751595,0.2
751596,0.8
751597,0.0
751598,0.0
751599,0.0
751600,0.0
751601,0.1
751602,0.0
751603,0.0
751604,0.6
751605,0.8
751606,0.9
751607,0.0
751608,0.0
751609,0.4
751610,0.0
751611,0.0
751612,0.0
751613,0.0
751614,0.0
751615,0.0
751616,0.0
751617,0.0
751618,0.0
751619,0.0
751620,0.0
751621,0.4
751622,0.2
751623,0.0
751624,0.3
751625,0.0
751626,0.0
751627,0.0
751628,0.0
751629,0.0
751630,0.0
751631,0.0
751632,0.0
751633,0.0
751634,0.0
751635,0.0
751636,0.0
751637,0.0
751638,0.0
751639,0.0
751640,0.0
751641,0.0
751642,0.0
751643,0.0
751644,0.0
751645,0.0
751646,0.0
751647,0.0
751648,0.0
751649,0.0
751650,0.0
751651,0.0
751652,0.1
751653,0.0
751654,0.8
751655,0.0
751656,0.0
751657,0.0
751658,0.0
751659,0.5
751660,0.0
751661,0.0
751662,0.1
751663,0.0
751664,0.1
751665,0.0
751666,0.0
751667,0.0
751668,0.0
751669,0.0
751670,0.7
751671,0.0
751672,0.0
751673,0.0
751674,0.0
751675,0.0
751676,0.0
751677,0.0
751678,0.0
751679,0.0
751680,0.0
751681,0.1
751682,0.7
751683,0.0
751684,0.0
751685,0.0
751686,0.0
751687,0.0
751688,0.0
751689,0.0
751690,0.0
751691,0.0
751692,0.0
751693,0.1
751694,0.6
751695,0.0
751696,0.4
751697,0.0
751698,0.0
751699,0.0
751700,0.2
751701,0.0
751702,0.0
751703,0.0
751704,0.0
751705,0.0
751706,0.0
751707,0.2
751708,0.9
751709,0.2
751710,0.0
751711,0.0
751712,0.0
751713,0.1
751714,0.0
751715,0.0
751716,0.0
751717,0.0
751718,0.1
751719,0.0
751720,0.0
751721,0.4
751722,0.0
751723,0.0
751724,0.0
751725,0.0
751726,0.0
751727,0.0
751728,0.0
751729,0.0
751730,0.0
751731,0.5
751732,0.0
751733,0.9
751734,0.0
751735,0.1
751736,1.0
751737,0.0
751738,0.1
751739,0.1
751740,0.1
751741,0.0
751742,0.0
751743,0.2
751744,0.0
751745,0.0
751746,0.6
751747,0.0
751748,0.0
751749,0.0
751750,0.0
751751,0.9
751752,0.1
751753,0.0
751754,0.3
751755,0.0
751756,0.0
751757,1.0
751758,0.1
751759,0.0
751760,0.0
751761,0.0
751762,0.0
751763,0.7
751764,0.1
751765,0.0
751766,0.0
751767,0.0
751768,0.3
751769,0.0
751770,0.0
751771,0.0
751772,0.1
751773,0.0
751774,0.0
751775,0.0
751776,0.0
751777,0.1
751778,0.0
751779,0.0
751780,0.0
751781,0.0
751782,0.0
751783,0.6
751784,0.9
751785,0.0
751786,0.9
751787,0.4
751788,0.0
751789,0.0
751790,0.2
751791,0.0
751792,0.0
751793,0.1
751794,0.1
751795,0.0
751796,0.3
751797,0.1
751798,0.0
751799,0.0
751800,0.2
751801,0.0
751802,0.0
751803,0.0
751804,0.1
751805,0.1
751806,0.0
751807,0.1
751808,0.0
751809,0.0
751810,0.0
751811,0.0
751812,0.0
751813,0.0
751814,0.1
751815,0.0
751816,0.0
751817,0.0
751818,0.1
751819,0.0
751820,0.1
751821,0.0
751822,0.0
751823,0.0
751824,0.0
751825,0.3
751826,0.3
751827,0.5
751828,0.1
751829,0.0
751830,0.1
751831,0.0
751832,0.0
751833,0.0
751834,0.2
751835,0.0
751836,0.0
751837,0.2
751838,0.0
751839,0.4
751840,0.0
751841,0.7
751842,0.7
751843,0.0
751844,0.0
751845,0.0
751846,0.0
751847,0.0
751848,0.0
751849,0.7
751850,0.0
751851,0.0
751852,0.8
751853,0.0
751854,0.0
751855,0.0
751856,0.1
751857,0.0
751858,0.0
751859,0.3
751860,0.1
751861,0.1
751862,0.0
751863,0.0
751864,0.2
751865,0.0
751866,0.2
751867,0.1
751868,0.0
751869,0.0
751870,0.0
751871,0.0
751872,0.0
751873,0.2
751874,0.0
751875,0.1
751876,0.0
751877,0.0
751878,0.0
751879,0.0
751880,0.2
751881,0.0
751882,0.6
751883,0.9
751884,0.2
751885,0.2
751886,0.0
751887,0.9
751888,0.0
751889,0.0
751890,0.0
751891,0.0
751892,0.9
751893,0.0
751894,0.3
751895,0.0
751896,0.0
751897,0.0
751898,0.0
751899,0.0
751900,0.0
751901,0.0
751902,0.0
751903,0.0
751904,0.0
751905,0.0
751906,0.9
751907,0.0
751908,0.8
751909,0.0
751910,0.7
751911,0.0
751912,0.0
751913,0.0
751914,0.0
751915,0.0
751916,0.0
751917,0.0
751918,0.0
751919,0.0
751920,0.9
751921,0.1
751922,0.0
751923,0.0
751924,0.0
751925,0.1
751926,0.0
751927,0.0
751928,0.0
751929,0.0
751930,0.0
751931,0.0
751932,0.0
751933,0.0
751934,0.0
751935,0.0
751936,0.2
751937,0.0
751938,0.0
751939,0.0
751940,0.0
751941,0.0
751942,0.1
751943,0.0
751944,0.0
751945,0.0
751946,0.0
751947,0.9
751948,0.0
751949,0.8
751950,0.0
751951,0.8
751952,0.8
751953,0.0
751954,0.0
751955,0.0
751956,0.0
751957,0.0
751958,0.0
751959,0.0
751960,0.0
751961,0.8
751962,0.1
751963,0.0
751964,0.0
751965,0.0
751966,0.0
751967,0.0
751968,0.0
751969,0.0
751970,0.1
751971,0.0
751972,0.0
751973,0.0
751974,0.1
751975,0.8
751976,0.0
751977,0.1
751978,0.0
751979,0.0
751980,0.0
751981,0.0
751982,0.0
751983,0.0
751984,0.0
751985,0.0
751986,0.0
751987,0.0
751988,0.8
751989,0.8
751990,0.1
751991,0.0
751992,0.5
751993,0.0
751994,0.0
751995,0.8
751996,0.0
751997,0.0
